FechaVenta,CodigoMarca,ModeloAuto,ColorAuto,TipoAuto,Forecast_VentasUSD
10/18/2025,1,Hilux,Plateado,Pickup,27414.22942
10/18/2025,1,Corolla,Blanco,Sedán,28347.5996
10/18/2025,4,Kona,Gris,Pickup,24504.6379
10/18/2025,3,Serie 5,Negro,SUV,59179.52109
10/18/2025,4,Kona,Azul,Coupé,24826.56246
10/18/2025,2,Mustang,Plateado,SUV,34356.94382
10/18/2025,4,Elantra,Plateado,Coupé,25728.0844
10/18/2025,4,Santa Fe,Negro,Pickup,23349.7672
10/18/2025,1,Hilux,Gris,Pickup,27830.33162
10/18/2025,1,Hilux,Naranja,Camioneta,29706.26007
10/18/2025,1,Camry,Plateado,SUV,30174.4336
10/18/2025,2,Mustang,Blanco,Pickup,34130.49897
10/18/2025,3,Z4,Plateado,Sedán,64183.1519
10/18/2025,3,X5,Plateado,Camioneta,63079.3873
10/18/2025,1,Yaris,Azul,Hatchback,27787.85368
10/18/2025,1,Corolla,Blanco,SUV,28307.14218
10/18/2025,2,Ranger,Blanco,Camioneta,32228.18907
10/18/2025,2,Mustang,Plateado,Pickup,34837.2865
10/18/2025,1,Corolla,Plateado,Camioneta,27559.12447
10/18/2025,4,Tucson,Rojo,SUV,22928.26438
10/18/2025,1,Hilux,Azul,Sedán,29532.02451
10/18/2025,1,Camry,Rojo,Hatchback,29209.10815
10/18/2025,3,Serie 5,Gris,SUV,61203.75776
10/18/2025,1,Corolla,Gris,Camioneta,27960.90887
10/18/2025,2,Focus,Verde,Sedán,32590.49402
10/18/2025,2,Mustang,Blanco,Camioneta,34665.9686
10/18/2025,4,Creta,Azul,Hatchback,25074.7168
10/18/2025,4,Creta,Negro,Sedán,23879.1233
10/18/2025,2,Explorer,Naranja,Camioneta,33736.3895
10/18/2025,1,Yaris,Naranja,Sedán,29699.04677
10/18/2025,4,Tucson,Negro,Sedán,25973.7362
10/18/2025,4,Elantra,Blanco,Pickup,26042.7826
10/18/2025,3,X5,Negro,Coupé,61207.32544
10/18/2025,3,Serie 5,Rojo,SUV,60718.25289
10/18/2025,4,Creta,Negro,Camioneta,24139.9976
10/18/2025,3,X3,Plateado,Coupé,63316.3227
10/18/2025,4,Kona,Naranja,Camioneta,23257.98206
10/18/2025,1,Camry,Negro,Coupé,26302.66312
10/18/2025,2,Explorer,Naranja,Pickup,34392.57963
10/18/2025,4,Elantra,Negro,Pickup,24135.2039
10/18/2025,2,Ranger,Blanco,Pickup,33128.00026
10/18/2025,4,Tucson,Negro,Pickup,25409.0427
10/18/2025,1,Camry,Rojo,Coupé,28968.3
10/18/2025,2,Mustang,Naranja,SUV,33019.0594
10/18/2025,3,Serie 5,Naranja,Pickup,63434.893
10/18/2025,1,Yaris,Gris,Pickup,29558.32449
10/18/2025,1,Corolla,Verde,Coupé,28394.66079
10/18/2025,2,Ranger,Rojo,Camioneta,32750.05053
10/18/2025,3,Z4,Plateado,Hatchback,65448.44137
10/18/2025,1,Hilux,Gris,Sedán,28838.92435
10/18/2025,3,Serie 3,Blanco,Coupé,57850.40845
10/18/2025,4,Santa Fe,Naranja,Pickup,21468.179
10/18/2025,3,X5,Gris,SUV,62713.4005
10/18/2025,1,Hilux,Gris,Hatchback,27295.55292
10/18/2025,2,Escape,Plateado,Hatchback,35252.59505
10/18/2025,2,Explorer,Blanco,Pickup,33874.8383
10/18/2025,2,Ranger,Verde,Coupé,32351.40992
10/18/2025,3,Serie 5,Naranja,Hatchback,67374.4683
10/18/2025,1,Hilux,Blanco,Pickup,29312.09795
10/18/2025,4,Tucson,Verde,Coupé,25490.294
10/18/2025,3,Z4,Naranja,Sedán,59056.07845
10/18/2025,2,Explorer,Gris,Sedán,32536.3099
10/18/2025,3,Serie 3,Naranja,Pickup,58111.99095
10/18/2025,4,Creta,Azul,Coupé,27214.9688
10/18/2025,2,Focus,Gris,Camioneta,32621.72347
10/18/2025,1,Hilux,Azul,Hatchback,27713.47516
10/18/2025,3,Serie 5,Azul,Camioneta,59384.65056
10/18/2025,4,Elantra,Azul,Sedán,24025.86313
10/18/2025,4,Elantra,Blanco,SUV,26592.0389
10/18/2025,3,X3,Plateado,Pickup,64350.5875
10/18/2025,1,Hilux,Verde,Hatchback,28941.21697
10/18/2025,1,Camry,Negro,Pickup,31791.62102
10/18/2025,1,Corolla,Naranja,Pickup,30087.3942
10/18/2025,2,Ranger,Negro,Pickup,32798.70898
10/18/2025,4,Creta,Gris,SUV,25405.1922
10/18/2025,3,Serie 3,Verde,Camioneta,65910.4624
10/18/2025,1,Hilux,Azul,SUV,29565.91856
10/18/2025,2,Mustang,Naranja,Sedán,34512.54427
10/18/2025,1,Corolla,Naranja,Sedán,28521.00535
10/18/2025,4,Tucson,Gris,Coupé,25450.5967
10/18/2025,1,Corolla,Azul,SUV,30684.77909
10/18/2025,4,Santa Fe,Plateado,Sedán,24842.82613
10/18/2025,4,Kona,Plateado,SUV,24435.4537
10/18/2025,3,Z4,Gris,Pickup,59810.4251
10/18/2025,3,X5,Naranja,Camioneta,61461.42865
10/18/2025,2,Ranger,Naranja,Sedán,31468.26625
10/18/2025,1,Yaris,Negro,Pickup,29761.4932
10/18/2025,4,Elantra,Verde,SUV,24184.68503
10/18/2025,4,Santa Fe,Blanco,Camioneta,28897.4219
10/18/2025,2,Ranger,Rojo,Pickup,33526.32072
10/18/2025,3,Serie 3,Gris,Pickup,58404.9069
10/18/2025,2,Focus,Gris,Hatchback,35483.4416
10/18/2025,1,Camry,Negro,Sedán,29129.13265
10/18/2025,2,Escape,Verde,SUV,33782.94603
10/18/2025,3,Serie 5,Negro,Hatchback,62545.09625
10/18/2025,4,Elantra,Naranja,Camioneta,22463.12883
10/18/2025,2,Explorer,Blanco,SUV,31324.28677
10/18/2025,2,Mustang,Rojo,Pickup,32764.74943
10/18/2025,4,Kona,Plateado,Sedán,24455.06091
10/18/2025,2,Escape,Rojo,Sedán,34251.1435
10/18/2025,3,Z4,Rojo,Camioneta,60416.91085
10/18/2025,1,Camry,Gris,Sedán,28669.00315
10/18/2025,3,X3,Azul,Sedán,59522.03843
10/18/2025,4,Elantra,Verde,Sedán,25211.73943
10/18/2025,3,X3,Rojo,Hatchback,59229.0585
10/18/2025,1,RAV4,Gris,Coupé,28757.08982
10/18/2025,3,Serie 5,Gris,Pickup,59962.88952
10/18/2025,1,Hilux,Verde,Sedán,29423.24032
10/18/2025,2,Ranger,Gris,Hatchback,35492.5184
10/18/2025,4,Elantra,Gris,Coupé,25453.43937
10/18/2025,3,Z4,Azul,Pickup,56265.1467
10/18/2025,2,Explorer,Verde,Hatchback,31751.9017
10/18/2025,1,Corolla,Naranja,Hatchback,27010.6135
10/18/2025,4,Elantra,Rojo,Coupé,25468.0246
10/18/2025,2,Escape,Verde,Hatchback,33267.2429
10/18/2025,4,Elantra,Blanco,Sedán,25993.6467
10/18/2025,3,X3,Blanco,Camioneta,54135.63153
10/18/2025,2,Mustang,Gris,Camioneta,33059.51187
10/18/2025,3,Serie 5,Plateado,Camioneta,63480.70108
10/18/2025,4,Kona,Azul,Pickup,24241.3695
10/18/2025,1,Corolla,Gris,Pickup,27601.95137
10/18/2025,2,Focus,Plateado,Camioneta,34027.0707
10/18/2025,3,X3,Negro,Pickup,63383.5826
10/18/2025,4,Santa Fe,Gris,Sedán,25056.8567
10/18/2025,4,Tucson,Naranja,Sedán,24734.77132
10/18/2025,1,Hilux,Negro,Coupé,27997.92582
10/18/2025,4,Santa Fe,Rojo,Camioneta,23553.31462
10/18/2025,2,Mustang,Naranja,Hatchback,34848.52443
10/18/2025,1,RAV4,Gris,Sedán,29408.8673
10/18/2025,2,Explorer,Negro,Coupé,33110.04618
10/18/2025,4,Santa Fe,Rojo,SUV,24038.73007
10/18/2025,3,X3,Blanco,Coupé,55776.3185
10/18/2025,2,Explorer,Gris,Camioneta,33911.7716
10/18/2025,1,Corolla,Plateado,Pickup,26592.70945
10/18/2025,4,Kona,Plateado,Camioneta,25344.76153
10/18/2025,1,Yaris,Plateado,Coupé,29334.65032
10/18/2025,1,RAV4,Blanco,Pickup,28223.24722
10/18/2025,3,X3,Azul,Pickup,59207.60693
10/18/2025,2,Ranger,Gris,Camioneta,31798.37197
10/18/2025,3,Z4,Rojo,Hatchback,63686.70892
10/18/2025,1,Yaris,Naranja,Camioneta,29230.67829
10/18/2025,3,Serie 3,Gris,Coupé,58467.7527
10/18/2025,3,Serie 5,Rojo,Sedán,62985.70631
10/18/2025,3,X5,Blanco,Camioneta,55086.14467
10/18/2025,3,Serie 3,Verde,Sedán,62761.15825
10/18/2025,3,Serie 3,Naranja,Camioneta,63925.45695
10/18/2025,2,Ranger,Azul,Hatchback,34246.3934
10/18/2025,1,Yaris,Plateado,Sedán,27584.297
10/18/2025,1,RAV4,Verde,Sedán,31064.809
10/18/2025,3,Z4,Blanco,Coupé,53496.1049
10/18/2025,3,X5,Verde,Coupé,58391.0456
10/18/2025,4,Elantra,Rojo,SUV,24366.35447
10/18/2025,4,Kona,Blanco,Sedán,25833.03113
10/18/2025,3,X5,Gris,Pickup,56417.5423
10/18/2025,1,RAV4,Verde,Pickup,30385.40902
10/18/2025,4,Tucson,Gris,Hatchback,24957.8733
10/18/2025,1,Hilux,Blanco,Camioneta,27338.253
10/18/2025,2,Focus,Blanco,Sedán,33523.9246
10/18/2025,1,RAV4,Gris,SUV,28734.0518
10/18/2025,1,Hilux,Negro,SUV,28576.29466
10/18/2025,2,Ranger,Rojo,Sedán,32882.48743
10/18/2025,1,Corolla,Blanco,Hatchback,24871.874
10/18/2025,2,Escape,Plateado,Pickup,35123.1621
10/18/2025,2,Escape,Blanco,SUV,32495.32127
10/18/2025,2,Escape,Azul,Pickup,34922.82493
10/18/2025,3,X5,Rojo,Coupé,63877.4995
10/18/2025,4,Creta,Naranja,Camioneta,24418.5484
10/18/2025,1,Yaris,Rojo,Camioneta,28976.93785
10/18/2025,4,Santa Fe,Verde,Coupé,26343.9372
10/18/2025,4,Elantra,Plateado,SUV,26471.0989
10/18/2025,4,Santa Fe,Negro,SUV,24774.5089
10/18/2025,1,Yaris,Azul,Pickup,30309.38429
10/18/2025,1,Yaris,Rojo,Pickup,29663.0418
10/18/2025,3,X3,Verde,Camioneta,57123.83927
10/18/2025,4,Santa Fe,Naranja,Hatchback,23419.3025
10/18/2025,2,Explorer,Rojo,SUV,31787.219
10/18/2025,4,Kona,Naranja,Sedán,22606.55066
10/18/2025,2,Ranger,Verde,SUV,30750.0885
10/18/2025,1,Hilux,Naranja,Coupé,29654.27782
10/18/2025,4,Tucson,Rojo,Coupé,24239.79023
10/18/2025,1,Camry,Plateado,Sedán,27812.5957
10/18/2025,3,Serie 3,Naranja,Sedán,64928.24007
10/18/2025,4,Elantra,Azul,Hatchback,21325.4043
10/18/2025,1,Hilux,Gris,Coupé,27718.83842
10/18/2025,3,Serie 3,Gris,Camioneta,57275.2726
10/18/2025,4,Elantra,Negro,Hatchback,22726.7376
10/18/2025,1,Corolla,Rojo,Sedán,30869.82595
10/18/2025,2,Escape,Gris,Sedán,31774.2286
10/18/2025,4,Santa Fe,Negro,Camioneta,23990.9892
10/18/2025,1,Camry,Blanco,Coupé,27331.57562
10/18/2025,4,Santa Fe,Blanco,Sedán,28164.7538
10/18/2025,1,Hilux,Plateado,Camioneta,27677.78842
10/18/2025,4,Santa Fe,Naranja,Coupé,25323.46387
10/18/2025,1,Corolla,Plateado,Sedán,28531.94475
10/18/2025,2,Explorer,Azul,Pickup,34532.5881
10/18/2025,4,Tucson,Azul,SUV,25166.8116
10/18/2025,1,RAV4,Plateado,Pickup,28292.34212
10/18/2025,3,X3,Plateado,Hatchback,66214.847
10/18/2025,1,Corolla,Gris,SUV,28747.92634
10/18/2025,1,RAV4,Verde,SUV,29564.9922
10/18/2025,4,Creta,Naranja,Hatchback,24727.7482
10/18/2025,2,Ranger,Negro,SUV,33087.41713
10/18/2025,3,X3,Blanco,Sedán,52260.23823
10/18/2025,3,X5,Verde,Camioneta,59465.4735
10/18/2025,3,X5,Blanco,SUV,58671.0212
10/18/2025,1,Camry,Verde,Pickup,29827.07022
10/18/2025,1,Camry,Naranja,Sedán,31006.59645
10/18/2025,4,Creta,Blanco,SUV,25750.1272
10/18/2025,2,Mustang,Verde,Coupé,34165.5259
10/18/2025,1,Yaris,Gris,SUV,28021.89295
10/18/2025,4,Kona,Negro,Hatchback,25053.40905
10/18/2025,4,Santa Fe,Azul,Hatchback,24826.5406
10/18/2025,3,X3,Blanco,SUV,56871.98053
10/18/2025,3,X3,Rojo,Sedán,63407.5741
10/18/2025,3,Z4,Negro,SUV,58839.3936
10/18/2025,2,Focus,Verde,Coupé,33981.17415
10/18/2025,3,X5,Naranja,Pickup,59058.3902
10/18/2025,2,Escape,Plateado,SUV,33824.97255
10/18/2025,4,Elantra,Verde,Hatchback,23571.4206
10/18/2025,3,X3,Plateado,Sedán,66707.6735
10/18/2025,1,Camry,Azul,SUV,29641.10713
10/18/2025,4,Santa Fe,Gris,Hatchback,26030.1884
10/18/2025,1,Corolla,Rojo,SUV,30500.05156
10/18/2025,3,Z4,Gris,Sedán,60719.87315
10/18/2025,4,Santa Fe,Gris,Camioneta,24126.1211
10/18/2025,3,X3,Gris,Pickup,63146.60673
10/18/2025,3,Z4,Rojo,Pickup,61155.14728
10/18/2025,4,Kona,Naranja,SUV,23627.24963
10/18/2025,2,Escape,Naranja,Hatchback,33509.27523
10/18/2025,1,Corolla,Blanco,Camioneta,26798.42292
10/18/2025,3,Serie 5,Rojo,Camioneta,62415.71901
10/18/2025,2,Mustang,Azul,Camioneta,34151.71072
10/18/2025,1,Yaris,Azul,Coupé,28375.61672
10/18/2025,3,Z4,Plateado,Pickup,62017.2741
10/18/2025,3,Z4,Blanco,Sedán,54161.757
10/18/2025,3,Serie 3,Plateado,Camioneta,65661.5751
10/18/2025,2,Ranger,Verde,Hatchback,32839.12055
10/18/2025,1,Corolla,Rojo,Hatchback,28400.06745
10/18/2025,1,Camry,Verde,SUV,29763.0106
10/18/2025,1,Camry,Negro,Camioneta,29076.53617
10/18/2025,2,Ranger,Azul,SUV,31548.89007
10/18/2025,2,Focus,Negro,Coupé,34021.9038
10/18/2025,1,Yaris,Verde,Pickup,29779.23699
10/18/2025,4,Kona,Blanco,Camioneta,24323.9053
10/18/2025,1,Yaris,Blanco,Camioneta,28885.94388
10/18/2025,3,X3,Naranja,Coupé,57665.6077
10/18/2025,1,Hilux,Naranja,Pickup,30782.20652
10/18/2025,3,X5,Blanco,Hatchback,58320.90257
10/18/2025,4,Kona,Azul,SUV,23560.2256
10/18/2025,3,Serie 3,Negro,Sedán,60926.47765
10/18/2025,2,Escape,Naranja,Pickup,34514.61277
10/18/2025,3,X3,Azul,Coupé,56554.4951
10/18/2025,2,Focus,Azul,Hatchback,35389.5385
10/18/2025,1,Hilux,Negro,Pickup,30573.79542
10/18/2025,2,Explorer,Verde,Pickup,31878.95883
10/18/2025,2,Explorer,Azul,SUV,31484.4451
10/18/2025,2,Escape,Verde,Camioneta,33816.9326
10/18/2025,2,Focus,Naranja,Camioneta,33085.1439
10/18/2025,2,Explorer,Blanco,Coupé,34255.54676
10/18/2025,2,Escape,Negro,Camioneta,34101.2658
10/18/2025,3,Z4,Naranja,Camioneta,57960.8497
10/18/2025,3,Z4,Rojo,Sedán,65013.5138
10/18/2025,2,Ranger,Naranja,Hatchback,33212.8445
10/18/2025,2,Mustang,Gris,Hatchback,35701.05617
10/18/2025,1,Hilux,Verde,Coupé,28631.03882
10/18/2025,3,X5,Rojo,Pickup,63808.55568
10/18/2025,2,Focus,Verde,Hatchback,33712.858
10/18/2025,4,Creta,Blanco,Sedán,25794.8054
10/18/2025,2,Explorer,Verde,Sedán,31777.7052
10/18/2025,1,Hilux,Rojo,Sedán,29825.57213
10/18/2025,1,Camry,Azul,Hatchback,27427.58068
10/18/2025,2,Ranger,Gris,Pickup,32125.63108
10/18/2025,1,Corolla,Rojo,Coupé,27551.98132
10/18/2025,3,Serie 5,Blanco,Hatchback,63747.4239
10/18/2025,3,Z4,Negro,Hatchback,60896.93427
10/18/2025,3,Z4,Negro,Pickup,56123.8912
10/18/2025,4,Tucson,Gris,SUV,26033.0668
10/18/2025,3,Z4,Azul,Hatchback,61032.75197
10/18/2025,1,Hilux,Naranja,Sedán,30835.56695
10/18/2025,2,Ranger,Rojo,SUV,32049.48903
10/18/2025,4,Elantra,Verde,Pickup,24020.17673
10/18/2025,4,Kona,Verde,SUV,24700.0105
10/18/2025,2,Focus,Negro,Camioneta,32456.23053
10/18/2025,4,Elantra,Rojo,Pickup,22398.6532
10/18/2025,3,Z4,Naranja,Coupé,60452.743
10/18/2025,4,Creta,Verde,Hatchback,26726.99703
10/18/2025,1,Camry,Rojo,Camioneta,30302.72555
10/18/2025,1,Hilux,Naranja,Hatchback,27380.38081
10/18/2025,1,Corolla,Plateado,Coupé,26648.69829
10/18/2025,1,RAV4,Plateado,Hatchback,28366.57282
10/18/2025,3,Serie 3,Blanco,Pickup,54492.7296
10/18/2025,3,Z4,Verde,Pickup,65081.7322
10/18/2025,3,Z4,Gris,Hatchback,63105.5674
10/18/2025,4,Kona,Gris,Coupé,25205.414
10/18/2025,4,Tucson,Rojo,Sedán,23189.59754
10/18/2025,1,Camry,Azul,Camioneta,30130.47857
10/18/2025,1,Camry,Plateado,Hatchback,28902.17182
10/18/2025,4,Tucson,Verde,Sedán,25025.73626
10/18/2025,3,Serie 3,Rojo,Camioneta,57211.79125
10/18/2025,1,Corolla,Blanco,Coupé,26625.72212
10/18/2025,4,Tucson,Rojo,Hatchback,22600.12457
10/18/2025,2,Focus,Naranja,Hatchback,35365.6
10/18/2025,1,RAV4,Naranja,Camioneta,28866.63362
10/18/2025,2,Focus,Azul,Pickup,34559.62167
10/18/2025,4,Elantra,Negro,Camioneta,23729.3987
10/18/2025,2,Explorer,Rojo,Pickup,32809.10583
10/18/2025,3,Serie 3,Blanco,Hatchback,57813.9256
10/18/2025,2,Mustang,Verde,SUV,32637.27145
10/18/2025,2,Ranger,Verde,Pickup,32027.78743
10/18/2025,4,Creta,Azul,Sedán,25879.3818
10/18/2025,3,Serie 3,Verde,Hatchback,66100.0058
10/18/2025,1,RAV4,Azul,Hatchback,27444.54221
10/18/2025,3,X3,Azul,Hatchback,58146.16723
10/18/2025,2,Ranger,Rojo,Coupé,33289.42285
10/18/2025,2,Mustang,Blanco,Hatchback,34942.4665
10/18/2025,3,Z4,Gris,SUV,59073.8928
10/18/2025,2,Mustang,Azul,Sedán,34114.70257
10/18/2025,3,Serie 5,Verde,Coupé,63417.3089
10/18/2025,2,Explorer,Naranja,SUV,30012.2164
10/18/2025,2,Explorer,Verde,SUV,31150.9111
10/18/2025,2,Ranger,Negro,Sedán,31511.32313
10/18/2025,2,Explorer,Rojo,Hatchback,34296.1522
10/18/2025,1,Hilux,Negro,Camioneta,29976.90032
10/18/2025,4,Tucson,Gris,Pickup,24386.2085
10/18/2025,4,Tucson,Verde,Pickup,24904.7604
10/18/2025,4,Santa Fe,Azul,SUV,24571.8194
10/18/2025,3,Serie 5,Verde,Sedán,62356.6277
10/18/2025,4,Tucson,Naranja,SUV,25386.4848
10/18/2025,1,Yaris,Naranja,Coupé,28839.47927
10/18/2025,4,Tucson,Azul,Sedán,25868.92772
10/18/2025,2,Escape,Negro,Sedán,31720.24753
10/18/2025,1,RAV4,Naranja,Hatchback,27043.64158
10/18/2025,3,Serie 3,Rojo,Hatchback,57720.26645
10/18/2025,4,Elantra,Naranja,Pickup,21948.3007
10/18/2025,3,Serie 5,Verde,Pickup,65901.7379
10/18/2025,1,RAV4,Blanco,Sedán,29083.8539
10/18/2025,3,Serie 5,Gris,Coupé,63338.52105
10/18/2025,2,Escape,Naranja,SUV,32043.9067
10/18/2025,4,Creta,Blanco,Camioneta,26396.1979
10/18/2025,1,Camry,Naranja,Pickup,32405.17482
10/18/2025,4,Creta,Verde,Camioneta,26078.89167
10/18/2025,4,Kona,Naranja,Hatchback,24138.19358
10/18/2025,3,X5,Gris,Camioneta,58501.993
10/18/2025,4,Santa Fe,Rojo,Hatchback,23625.5143
10/18/2025,4,Kona,Azul,Sedán,23925.25274
10/18/2025,3,X3,Negro,Camioneta,62038.8383
10/18/2025,2,Explorer,Naranja,Coupé,34983.87075
10/18/2025,1,Camry,Gris,Hatchback,27411.17422
10/18/2025,1,Corolla,Verde,Sedán,28823.62328
10/18/2025,1,Yaris,Plateado,Pickup,27483.86022
10/18/2025,2,Mustang,Gris,Pickup,31032.90003
10/18/2025,1,RAV4,Negro,Pickup,30222.38472
10/18/2025,1,Yaris,Verde,Hatchback,28429.94868
10/18/2025,1,RAV4,Plateado,Sedán,28826.2681
10/18/2025,2,Ranger,Naranja,Pickup,33096.81475
10/18/2025,2,Mustang,Negro,SUV,33252.07753
10/18/2025,4,Creta,Azul,SUV,25614.6828
10/18/2025,3,Serie 5,Rojo,Coupé,66372.79695
10/18/2025,3,X5,Azul,Pickup,57201.51485
10/18/2025,2,Focus,Negro,Pickup,32985.26113
10/18/2025,4,Elantra,Azul,Camioneta,23561.52073
10/18/2025,3,Z4,Plateado,Coupé,65593.579
10/18/2025,2,Escape,Gris,Camioneta,34771.99
10/18/2025,2,Explorer,Plateado,Pickup,34575.75473
10/18/2025,1,Hilux,Gris,Camioneta,28106.08772
10/18/2025,3,Z4,Blanco,Pickup,51393.6111
10/18/2025,2,Mustang,Verde,Pickup,31623.69383
10/18/2025,4,Santa Fe,Naranja,SUV,24971.9897
10/18/2025,2,Mustang,Negro,Hatchback,32653.54363
10/18/2025,2,Ranger,Blanco,Coupé,33266.6039
10/18/2025,4,Santa Fe,Azul,Coupé,26280.2284
10/18/2025,1,Yaris,Naranja,Hatchback,27429.44145
10/18/2025,1,Corolla,Negro,Coupé,25955.55128
10/18/2025,3,Serie 3,Rojo,SUV,54985.1604
10/18/2025,2,Focus,Verde,SUV,32044.16132
10/18/2025,1,Camry,Verde,Coupé,28771.51842
10/18/2025,3,Serie 3,Rojo,Coupé,56891.23285
10/18/2025,2,Focus,Rojo,Hatchback,36892.2866
10/18/2025,3,Serie 5,Azul,Pickup,59109.2074
10/18/2025,3,Serie 3,Verde,SUV,63484.7066
10/18/2025,3,Z4,Negro,Sedán,59092.2778
10/18/2025,2,Escape,Azul,SUV,34079.50765
10/18/2025,4,Elantra,Blanco,Camioneta,26889.70953
10/18/2025,4,Tucson,Negro,Camioneta,24623.2931
10/18/2025,3,Serie 5,Naranja,SUV,62968.01866
10/18/2025,3,X3,Azul,SUV,56268.42663
10/18/2025,4,Kona,Rojo,Sedán,22769.80041
10/18/2025,2,Focus,Naranja,Coupé,34203.512
10/18/2025,2,Focus,Rojo,Sedán,34369.222
10/18/2025,3,Z4,Plateado,SUV,56003.3485
10/18/2025,2,Mustang,Rojo,Sedán,36041.63867
10/18/2025,3,Serie 3,Verde,Pickup,64245.3059
10/18/2025,1,Yaris,Blanco,SUV,27795.24826
10/18/2025,1,Yaris,Naranja,Pickup,29983.72791
10/18/2025,1,Corolla,Verde,Camioneta,29574.38721
10/18/2025,2,Focus,Plateado,Pickup,34874.61923
10/18/2025,1,RAV4,Rojo,Hatchback,29783.91348
10/18/2025,2,Mustang,Gris,SUV,33546.71137
10/18/2025,1,RAV4,Gris,Hatchback,28904.393
10/18/2025,3,Serie 3,Blanco,SUV,60728.61545
10/18/2025,4,Tucson,Gris,Sedán,26468.3187
10/18/2025,3,X3,Naranja,Camioneta,56941.6268
10/18/2025,2,Ranger,Gris,SUV,32789.37077
10/18/2025,1,RAV4,Azul,Pickup,30837.00902
10/18/2025,3,X3,Rojo,Camioneta,60332.6948
10/18/2025,3,X3,Negro,Hatchback,59083.033
10/18/2025,4,Kona,Verde,Sedán,24675.84251
10/18/2025,3,X5,Gris,Coupé,62162.6908
10/18/2025,4,Santa Fe,Verde,Sedán,27750.52833
10/18/2025,3,X5,Azul,SUV,60018.1932
10/18/2025,3,Z4,Negro,Coupé,58007.4482
10/18/2025,2,Escape,Rojo,Camioneta,33512.0602
10/18/2025,1,Camry,Plateado,Camioneta,27611.29142
10/18/2025,4,Kona,Negro,Coupé,26559.5606
10/18/2025,2,Focus,Gris,Sedán,31936.86657
10/18/2025,2,Focus,Negro,Sedán,30958.16892
10/18/2025,4,Santa Fe,Plateado,Camioneta,24410.94333
10/18/2025,3,Z4,Verde,Coupé,62048.1167
10/18/2025,2,Ranger,Blanco,Sedán,32483.533
10/18/2025,4,Elantra,Azul,Pickup,22565.4508
10/18/2025,4,Tucson,Negro,Hatchback,23796.9057
10/18/2025,3,X5,Negro,SUV,59346.99554
10/18/2025,1,Hilux,Azul,Camioneta,29230.07042
10/18/2025,2,Explorer,Rojo,Sedán,32809.81745
10/18/2025,2,Focus,Rojo,SUV,32257.1281
10/18/2025,4,Elantra,Rojo,Camioneta,22562.26042
10/18/2025,3,X5,Rojo,SUV,63519.0394
10/18/2025,2,Ranger,Gris,Sedán,31174.37677
10/18/2025,2,Focus,Verde,Pickup,32601.52198
10/18/2025,3,Serie 3,Blanco,Camioneta,56850.67835
10/18/2025,2,Mustang,Plateado,Camioneta,35384.32272
10/18/2025,2,Mustang,Gris,Coupé,33341.4811
10/18/2025,4,Elantra,Azul,SUV,24465.3597
10/18/2025,4,Kona,Blanco,SUV,22935.3636
10/18/2025,4,Tucson,Azul,Hatchback,23880.4566
10/18/2025,4,Kona,Blanco,Pickup,25007.9722
10/18/2025,1,Hilux,Rojo,Hatchback,28695.3568
10/18/2025,1,Camry,Gris,Camioneta,28856.89252
10/18/2025,3,Serie 5,Verde,SUV,58486.6995
10/18/2025,4,Creta,Plateado,Pickup,26474.026
10/18/2025,1,Corolla,Naranja,Camioneta,29239.3347
10/18/2025,4,Santa Fe,Naranja,Camioneta,23631.69822
10/18/2025,3,Serie 3,Azul,Camioneta,56169.7823
10/18/2025,4,Kona,Plateado,Coupé,24773.90939
10/18/2025,3,Serie 3,Azul,Hatchback,55330.183
10/18/2025,2,Focus,Azul,Sedán,32124.11677
10/18/2025,3,Z4,Gris,Coupé,61808.4862
10/18/2025,4,Kona,Rojo,SUV,25049.4533
10/18/2025,1,RAV4,Negro,Sedán,28891.9769
10/18/2025,1,RAV4,Negro,SUV,28341.95813
10/18/2025,2,Mustang,Rojo,SUV,31209.94707
10/18/2025,3,X3,Gris,Camioneta,61695.3135
10/18/2025,2,Ranger,Negro,Hatchback,31622.84963
10/18/2025,4,Creta,Naranja,Sedán,25446.2464
10/18/2025,3,Serie 3,Naranja,SUV,62650.5964
10/18/2025,3,Serie 3,Gris,SUV,60238.8896
10/18/2025,4,Creta,Negro,SUV,25149.78
10/18/2025,2,Escape,Gris,Pickup,34134.28283
10/18/2025,4,Tucson,Azul,Coupé,25189.3566
10/18/2025,3,X5,Plateado,SUV,62082.4097
10/18/2025,3,Z4,Verde,SUV,62360.0284
10/18/2025,3,X5,Azul,Camioneta,58278.6738
10/18/2025,1,Corolla,Gris,Hatchback,26983.36065
10/18/2025,3,Serie 5,Azul,SUV,57990.94329
10/18/2025,3,Z4,Blanco,SUV,55408.66
10/18/2025,4,Santa Fe,Rojo,Sedán,24715.93732
10/18/2025,3,Serie 5,Blanco,Pickup,55281.3625
10/18/2025,3,Serie 3,Naranja,Hatchback,62344.95785
10/18/2025,4,Creta,Rojo,Pickup,24963.5006
10/18/2025,2,Focus,Azul,Camioneta,33449.79737
10/18/2025,4,Creta,Verde,Sedán,26333.17364
10/18/2025,3,Serie 3,Azul,SUV,56796.8221
10/18/2025,3,Serie 5,Azul,Coupé,63486.3848
10/18/2025,1,Yaris,Plateado,Camioneta,27696.94832
10/18/2025,1,Yaris,Blanco,Pickup,29390.88713
10/18/2025,3,Serie 5,Negro,Camioneta,61876.80551
